username;date;retweets;favorites;text;geo;mentions;hashtags;id;"permalink
";location
2sharpe2;2016-03-06 14:38;2;2;"""@pennybishop16 @NavyVets4Trump Awesome Video!!! #AlwaysTrump #MakeAmericaGreatAgain #TrumpOrBustGOP""";Great State of Tennessee;@pennybishop16 @NavyVets4Trump;#AlwaysTrump #MakeAmericaGreatAgain #TrumpOrBustGOP;"""706609824063201286""";"https://twitter.com/2sharpe2/status/706609824063201286
";
Carmaletha;2016-03-06 14:37;0;0;"""@meetthepress @KevinSpacey @realDonaldTrump American people need jobs. Not Hollywood elite opinions. #MakeAmericaGreatAgain""";Heartland;@meetthepress @KevinSpacey @realDonaldTrump;#MakeAmericaGreatAgain;"""706609700771536896""";"https://twitter.com/Carmaletha/status/706609700771536896
";(33.97167705, -117.57140628328)
Joseph_Atchley;2016-03-06 14:36;0;0;"""The difference between Trump voters and Bernie voters. #MakeAmericaGreatAgain #BernieBros #WhiteGenocide pic.twitter.com/4rcQbrJyUO""";Verenigde Staten;;#MakeAmericaGreatAgain #BernieBros #WhiteGenocide;"""706609551257128960""";"https://twitter.com/Joseph_Atchley/status/706609551257128960
";(39.7837304, -100.4458824)
GreekSTL;2016-03-06 14:36;1;2;"""@bendeclue that's #mint #MakeAmericaGreatAgain https:// twitter.com/feduptrumpvote r/status/706505213004423169 """;St. Louis, Missouri;@bendeclue;#mint #MakeAmericaGreatAgain;"""706609458844033024""";"https://twitter.com/GreekSTL/status/706609458844033024
";(38.6272733, -90.1978888)
bernhardjkwolf;2016-03-06 14:36;0;0;"""Remember who the real ""Lying Ted"" #TedCruz is and then vote for #Trump ...help him #MakeAmericaGreatAgain ! http:// dailycaller.com/2016/01/26/who -is-the-real-ted-cruz/ """;Texas, USA;;#TedCruz #Trump #MakeAmericaGreatAgain;"""706609448278568960""";"https://twitter.com/bernhardjkwolf/status/706609448278568960
";(31.8160381, -99.5120985)
WebMaryJ;2016-03-06 14:36;0;0;"""#TrumpMovement #TrumpTrain #MakeAmericaGreatAgain @JudgeJeanine @seanhannity @FoxNews SHARE http:// chn.ge/1RNOemJ pic.twitter.com/9CaoZXT2nn""";Florida;@JudgeJeanine @seanhannity @FoxNews;#TrumpMovement #TrumpTrain #MakeAmericaGreatAgain;"""706609414376136704""";"https://twitter.com/WebMaryJ/status/706609414376136704
";(27.7567667, -81.4639834)
TinPotDickTator;2016-03-06 14:34;0;2;"""@loudobbsnews @FoxNews I find it unseemly, unprofessional & perhaps illegal for a Fox host to add #MakeAmericaGreatAgain to his tweets""";People's Republic of CA;@loudobbsnews @FoxNews;#MakeAmericaGreatAgain;"""706609033902329857""";"https://twitter.com/TinPotDickTator/status/706609033902329857
";
solomon_ann;2016-03-06 14:33;8;6;"""Together we can #MakeAmericaGreatAgain pic.twitter.com/ipieASISUQ""";NC;;#MakeAmericaGreatAgain;"""706608732860329986""";"https://twitter.com/solomon_ann/status/706608732860329986
";(35.6729639, -79.0392918)
leahrsimms;2016-03-06 14:33;0;1;"""#MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706608726313213955""";"https://twitter.com/leahrsimms/status/706608726313213955
";
trump_world;2016-03-06 14:31;10;12;"""Trump! Uniter! Knows when to fight! Wont back down his principles! #Trump #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/davecbenoit/st atus/706480398038142978 """;Manhattan, New York;;#Trump #Trump2016 #MakeAmericaGreatAgain;"""706608132475232256""";"https://twitter.com/trump_world/status/706608132475232256
";(40.7902778, -73.9597221)
loadnup;2016-03-06 14:31;1;2;"""@gs777gs777 @steelernation36 @Writeonright His whole life is one Yuge lie! #MakeAmericaGreatAgain""";;@gs777gs777 @steelernation36 @Writeonright;#MakeAmericaGreatAgain;"""706608121104367616""";"https://twitter.com/loadnup/status/706608121104367616
";
BruceDWiley;2016-03-06 14:30;4;4;"""Eye opening video. #Trump2016 #2A #NoHillary2016 #2A #MakeAmericaGreatAgain https:// twitter.com/TRUMP_PREZ/sta tus/706567141336748032 """;Georgia, USA;;#Trump2016 #2A #NoHillary2016 #2A #MakeAmericaGreatAgain;"""706607995963240448""";"https://twitter.com/BruceDWiley/status/706607995963240448
"
miksu2006;2016-03-06 14:30;0;1;"""@AngryAmerican97 @Dems4Trump2016 @Trump_Democrats #MakeAmericaGreatAgain @WeWantTrump2016 @HillaryClinton""";Springvale, ME;@AngryAmerican97 @Dems4Trump2016 @Trump_Democrats @WeWantTrump2016 @HillaryClinton;#MakeAmericaGreatAgain;"""706607871002353665""";"https://twitter.com/miksu2006/status/706607871002353665
"
LindaSuhler;2016-03-06 14:30;102;95;"""2ND MONDAY RALLY Donald Trump Madison MS 7 PM CST #VoteTrumpMS #Trump2016 #TrumpTrain #MakeAmericaGreatAgain http:// rsbn.tv/live-stream-do nald-trump-rally-in-madison-ms-3-7-16/ """;God Bless America!;;#VoteTrumpMS #Trump2016 #TrumpTrain #MakeAmericaGreatAgain;"""706607835271061504""";"https://twitter.com/LindaSuhler/status/706607835271061504
";(40.40383, -77.9464459)
LindaSuhler;2016-03-06 14:30;101;94;"""1ST MONDAY RALLY Donald Trump Concord NC 12 PM ET #VoteTrumpNC #Trump2016 #TrumpTrain #MakeAmericaGreatAgain http:// rsbn.tv/live-stream-do nald-trump-rally-in-concord-nc-3-7-16/ """;God Bless America!;;#VoteTrumpNC #Trump2016 #TrumpTrain #MakeAmericaGreatAgain;"""706607834159517696""";"https://twitter.com/LindaSuhler/status/706607834159517696
";(40.40383, -77.9464459)
NukinEgr;2016-03-06 14:29;0;1;"""I have a good feeling about #SuperTuesday pt 2 #MakeAmericaGreatAgain #Trump2016 @realDonaldTrump #MichiganPrimary pic.twitter.com/BhjfqEHRaN""";North Carolina, USA;@realDonaldTrump;#SuperTuesday #MakeAmericaGreatAgain #Trump2016 #MichiganPrimary;"""706607764869652480""";"https://twitter.com/NukinEgr/status/706607764869652480
";(35.6729639, -79.0392918)
solomon_ann;2016-03-06 14:29;6;7;"""Together we can #MakeAmericaGreatAgain pic.twitter.com/YKSqPsHcUt""";NC;;#MakeAmericaGreatAgain;"""706607727305338880""";"https://twitter.com/solomon_ann/status/706607727305338880
";(35.6729639, -79.0392918)
mackette52;2016-03-06 14:29;2;0;"""A bunch of #RWNJ @CPAC & @glennbeck give REAL CONSERVATIVES BAD NAME! @realDonaldTrump #MakeAmericaGreatAgain https:// twitter.com/glennbeck/stat us/706239176002445312 """;Poconos, USA;@CPAC @glennbeck @realDonaldTrump;#RWNJ #MakeAmericaGreatAgain;"""706607719579578368""";"https://twitter.com/mackette52/status/706607719579578368
";(41.0256428, -75.6046333)
RealJohnnyZ;2016-03-06 14:29;5;2;"""#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump https:// twitter.com/LdyGuin/status /706602862982246400 """;;;#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump;"""706607644924989440""";"https://twitter.com/RealJohnnyZ/status/706607644924989440
";
DanielOronaM;2016-03-06 14:28;2;1;"""#TrumpMxicoTeAma ven y haz grande a todo el continente, no te lmites con solo un pas cheketeto. #MakeAmericaGreatAgain""";;;#TrumpMxicoTeAma #MakeAmericaGreatAgain;"""706607517875331072""";"https://twitter.com/DanielOronaM/status/706607517875331072
";
corderoroman69;2016-03-06 14:28;2;9;"""Hey @realDonaldTrump , I told people my girlfriend supports you and this is how they reacted: https://www. youtube.com/watch?v=AiAzfS ZLBXA #MakeAmericaGreatAgain""";Los Angeles, CA;@realDonaldTrump;#MakeAmericaGreatAgain;"""706607469036855296""";"https://twitter.com/corderoroman69/status/706607469036855296
";(34.0543942, -118.2439408)
jaoforce;2016-03-06 14:28;1;3;"""@DrottM @Tsand88 Romney is such a sell out loser. No respect at all for him. #makeamericagreatagain""";torrington ct;@DrottM @Tsand88;#makeamericagreatagain;"""706607444798087168""";"https://twitter.com/jaoforce/status/706607444798087168
";(37.5800421, -122.0353035)
benaroya_comics;2016-03-06 14:27;0;0;"""#MakeAmericaGreatAgain Again? I think the entire world missed the first time. #DefineGreat""";Lost Angels, CA;;#MakeAmericaGreatAgain #DefineGreat;"""706607244553560065""";"https://twitter.com/benaroya_comics/status/706607244553560065
";(34.2631316, -118.3657095)
VAauthor;2016-03-06 14:27;0;1;"""Yup! Like Trump or not, his offspring isn't classless scum. #PresidentTrump #MakeAmericaGreatAgain pic.twitter.com/BpZhhMDlmN (via @VivaLaAmes )""";;@VivaLaAmes;#PresidentTrump #MakeAmericaGreatAgain;"""706607191759917056""";"https://twitter.com/VAauthor/status/706607191759917056
";
thetimewasthen;2016-03-06 14:27;0;1;"""UT oh... it looks like... @realDonaldTrump is going to #MakeAmericaGreatAgain ! https:// twitter.com/turtlepoker/st atus/706565508359786496 """;Trump, GA;@realDonaldTrump;#MakeAmericaGreatAgain;"""706607132364431361""";"https://twitter.com/thetimewasthen/status/706607132364431361
";(-26.1028624, 27.9905675)
lyoungb5;2016-03-06 14:26;0;1;"""To see change we must #Vote4Trump . #DUMPTheEstablishment #ReElectNoOne #MakeAmericaGreatAgain https:// twitter.com/Trudginon1/sta tus/703115670683144192 """;Georgia, USA;;#Vote4Trump #DUMPTheEstablishment #ReElectNoOne #MakeAmericaGreatAgain;"""706607028144189441""";"https://twitter.com/lyoungb5/status/706607028144189441
";(32.3293809, -83.1137365)
USA_Coptic;2016-03-06 14:26;0;0;"""Only #RealDonaldTrump can #MakeAmericaGreatAgain #Vote #Trump2016 https:// twitter.com/Ktywack1/statu s/706606516535595009 """;USA;;#RealDonaldTrump #MakeAmericaGreatAgain #Vote #Trump2016;"""706607010607820800""";"https://twitter.com/USA_Coptic/status/706607010607820800
";(39.7837304, -100.4458824)
Vote4TrumpUSA;2016-03-06 14:26;0;3;"""@BernieSanders voters.. GET A JOB! Wait i forgot... All the illegal immigrants took them! Vote for #trump and lets #MakeAmericaGreatAgain !""";Trump World;@BernieSanders;#trump #MakeAmericaGreatAgain;"""706606964764123136""";"https://twitter.com/Vote4TrumpUSA/status/706606964764123136
";(40.7525203, -73.967688608338)
27kdiamonds;2016-03-06 14:26;0;1;"""""Ted lied"", ""Ted knows how to play the game"" #nevercruz #MakeAmericaGreatAgain #alwaystrump http:// dailycaller.com/2016/01/26/who -is-the-real-ted-cruz/ """;New York, USA;;#nevercruz #MakeAmericaGreatAgain #alwaystrump;"""706606930702299137""";"https://twitter.com/27kdiamonds/status/706606930702299137
";(40.7305991, -73.9865811)
Chrizamo;2016-03-06 14:26;1;0;"""#MakeAmericaGreatAgain https:// twitter.com/FiveRights/sta tus/706507267286409218 """;Finding @Nero 's tick.;;#MakeAmericaGreatAgain;"""706606834635939840""";"https://twitter.com/Chrizamo/status/706606834635939840
";
RealBenMarkie;2016-03-06 14:25;0;1;"""Tired of poor economy, weak leadership. @realDonaldTrump puts Americans 1st! #MakeAmericaGreatAgain""";owego ny;@realDonaldTrump;#MakeAmericaGreatAgain;"""706606706067947520""";"https://twitter.com/RealBenMarkie/status/706606706067947520
";(42.1034075, -76.2621548)
Chrizamo;2016-03-06 14:25;0;1;"""#Trump2016 #MakeAmericaGreatAgain #MakeEuropeGreatAgain https:// twitter.com/DavidJo5295194 5/status/706560721472118784 """;Finding @Nero 's tick.;;#Trump2016 #MakeAmericaGreatAgain #MakeEuropeGreatAgain;"""706606702477582338""";"https://twitter.com/Chrizamo/status/706606702477582338
";
CFT1;2016-03-06 14:25;5;2;"""Vote @realDonaldTrump #VoteTrump2016 Mar 8 #TeamTrump #Hawaii #Mississippi #Idaho #Michigan #MakeAmericaGreatAgain pic.twitter.com/RgnQXVdMuv""";ÜT: 41.853508,-71.481087;@realDonaldTrump;#VoteTrump2016 #TeamTrump #Hawaii #Mississippi #Idaho #Michigan #MakeAmericaGreatAgain;"""706606658760404992""";"https://twitter.com/CFT1/status/706606658760404992
";
twgforceone;2016-03-06 14:25;0;0;"""#MakeAmericaGreatAgain #Trump #TeamWhite #MakeAmericaWhiteAgain pic.twitter.com/R2jCv9BMzO""";Make America White Again!;;#MakeAmericaGreatAgain #Trump #TeamWhite #MakeAmericaWhiteAgain;"""706606647972667393""";"https://twitter.com/twgforceone/status/706606647972667393
";
AutismWarriorNY;2016-03-06 14:25;2;0;"""@RockNHot1 Toot TOOOT! #trumptrain #MakeAmericaGreatAgain #medicalfreedom #mychildmychoice #vaccinescausedmychildsautism #noforcedvax""";NY;@RockNHot1;#trumptrain #MakeAmericaGreatAgain #medicalfreedom #mychildmychoice #vaccinescausedmychildsautism #noforcedvax;"""706606613092831232""";"https://twitter.com/AutismWarriorNY/status/706606613092831232
";(43.1561681, -75.8449945)
OPT2speak;2016-03-06 14:25;0;0;"""To all the cruzers this is the reason @realDonaldTrump is the only way #MakeAmericaGreatAgain #VoteTrump @DanScavino https:// twitter.com/ToTheXToTheY/s tatus/706373849063927808 """;;@realDonaldTrump @DanScavino;#MakeAmericaGreatAgain #VoteTrump;"""706606596076527616""";"https://twitter.com/OPT2speak/status/706606596076527616
";
solomon_ann;2016-03-06 14:25;0;0;"""Together we can #MakeAmericaGreatAgain pic.twitter.com/9tn3ecgDC7""";NC;;#MakeAmericaGreatAgain;"""706606540212424704""";"https://twitter.com/solomon_ann/status/706606540212424704
";(35.6729639, -79.0392918)
NoLibsZone;2016-03-06 14:24;0;2;"""#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/GulfWarVet123/ status/604707687876542464 """;;;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706606332317732865""";"https://twitter.com/NoLibsZone/status/706606332317732865
";
RealJohnnyZ;2016-03-06 14:23;0;0;"""#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump https:// twitter.com/AmyMek/status/ 706593228749983744 """;;;#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump;"""706606240273596416""";"https://twitter.com/RealJohnnyZ/status/706606240273596416
";
alex_zubiaur94;2016-03-06 14:23;1;1;"""#MataAUnSudaca #QuemaAUnNormalista #TrumpMxicoTeAma #MakeAmericaGreatAgain""";Puebla, México;;#MataAUnSudaca #QuemaAUnNormalista #TrumpMxicoTeAma #MakeAmericaGreatAgain;"""706606213799108610""";"https://twitter.com/alex_zubiaur94/status/706606213799108610
";(18.833333, -97.9999999)
VOTE4TRUMP_2016;2016-03-06 14:23;12;14;"""#VoteTrumpFL #AlwaysTrump #MakeAmericaGreatAgain https:// twitter.com/SwampBabe813/s tatus/706605905601757184 """;United States of America;;#VoteTrumpFL #AlwaysTrump #MakeAmericaGreatAgain;"""706606080965656576""";"https://twitter.com/VOTE4TRUMP_2016/status/706606080965656576
";(39.7837304, -100.4458824)
ClassySnobbb;2016-03-06 14:22;10;8;"""#NeverHillary #NeverRubio #NeverCruz #NeverKasich #NeverBernie #AlwaysTrump #MakeAmericaGreatAgain""";Las Vegas, NV;;#NeverHillary #NeverRubio #NeverCruz #NeverKasich #NeverBernie #AlwaysTrump #MakeAmericaGreatAgain;"""706605878888308741""";"https://twitter.com/ClassySnobbb/status/706605878888308741
";(36.1662859, -115.1492249)
NoahLamp;2016-03-06 14:22;0;0;"""382 compared to 300 at this late of stage is definitely looking good for @realDonaldTrump ! #MakeAmericaGreatAgain pic.twitter.com/zSNXQBhCAO""";Andover, KS;@realDonaldTrump;#MakeAmericaGreatAgain;"""706605877587873793""";"https://twitter.com/NoahLamp/status/706605877587873793
"
loudobbsnews;2016-03-06 14:20;583;437;"""A Complicated, Alarming Relationship, But Much is Revealed: #Dobbs #MakeAmericaGreatAgain @tedcruz https:// twitter.com/KLSouth/status /706557483813220352 """;New York, NY;@tedcruz;#Dobbs #MakeAmericaGreatAgain;"""706605383188652033""";"https://twitter.com/loudobbsnews/status/706605383188652033
";(40.7305991, -73.9865811)
alex_zubiaur94;2016-03-06 14:20;4;5;"""Por una frontera militarizada #MakeAmericaGreatAgain #TrumpMxicoTeAma""";Puebla, México;;#MakeAmericaGreatAgain #TrumpMxicoTeAma;"""706605361843666945""";"https://twitter.com/alex_zubiaur94/status/706605361843666945
";(18.833333, -97.9999999)
TrushS;2016-03-06 14:19;0;0;"""Winner of all issues! #MakeAmericaGreatAgain https:// twitter.com/warriors4truth /status/694725635927703552 """;;;#MakeAmericaGreatAgain;"""706605248966729728""";"https://twitter.com/TrushS/status/706605248966729728
";
PP15146407;2016-03-06 14:19;1;1;"""READ, LEARN THEN WAKE UP! GET SMART. VOTE TRUMP PRESIDENT 2O16 #MakeAmericaGreatAgain VOTE TRUMP PRESIDENT 2O16 https:// twitter.com/Ricky_Vaughn99 /status/705630162897862656 """;Panama City Beach, FL;;#MakeAmericaGreatAgain;"""706605218897776640""";"https://twitter.com/PP15146407/status/706605218897776640
"
billslater;2016-03-06 14:19;0;1;"""Don't underestimate #DonaldTrump ! He will #MakeChicagoGreatAgain & #MakeAmericaGreatAgain ! #ChicagoStyle ! #Chicago ! #RahmEmanuel #NotSoMuch""";Highland, IN;;#DonaldTrump #MakeChicagoGreatAgain #MakeAmericaGreatAgain #ChicagoStyle #Chicago #RahmEmanuel #NotSoMuch;"""706605156230696962""";"https://twitter.com/billslater/status/706605156230696962
"
JohnJaeger_MT;2016-03-06 14:19;0;0;"""That's funny! What an idiot! #Trump2016 #TrumpTrain #PresidentTrump #MakeAmericaGreatAgain #NoGOPe https:// twitter.com/SandraHartle/s tatus/706592722073812996 """;Billings, MT;;#Trump2016 #TrumpTrain #PresidentTrump #MakeAmericaGreatAgain #NoGOPe;"""706605082213650432""";"https://twitter.com/JohnJaeger_MT/status/706605082213650432
";(45.7874957, -108.4960699)
KenYounos;2016-03-06 14:19;0;0;"""#Trump2016 #MakeAmericaGreatAgain #TedCruzTrueFacts #TedCruz https:// twitter.com/TRUMP_PREZ/sta tus/706567141336748032 """;;;#Trump2016 #MakeAmericaGreatAgain #TedCruzTrueFacts #TedCruz;"""706605077079810048""";"https://twitter.com/KenYounos/status/706605077079810048
";
JakeKopp77;2016-03-06 14:19;0;0;"""Republican Voters Reject Mitt Romney, GOP Elites - Breitbart http:// ln.is/www.breitbart. com/bi/Mc5u6 via @BreitbartNews #Trump2016 #MakeAmericaGreatAgain""";California, USA;@BreitbartNews;#Trump2016 #MakeAmericaGreatAgain;"""706605075314188288""";"https://twitter.com/JakeKopp77/status/706605075314188288
";(36.7014631, -118.7559973)
momabbdg1;2016-03-06 14:18;0;0;"""Extended interview: Donald Trump, March 6 @realDonaldTrump #MAGA #MakeAmericaGreatAgain #AlwaysTrump #TrumpTrain http:// youtu.be/KaLIlsM8glA""";Marion, Alabama, Arkansas;@realDonaldTrump;#MAGA #MakeAmericaGreatAgain #AlwaysTrump #TrumpTrain;"""706604990484373504""";"https://twitter.com/momabbdg1/status/706604990484373504
";
Aaron_RS;2016-03-06 14:18;39;62;"""Illegals have been pouring across the land bridge from Puerto Rico for too long. #MakeAmericaGreatAgain #Trump2016 #TrumpTrain""";Colorado;;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706604885886697472""";"https://twitter.com/Aaron_RS/status/706604885886697472
";(38.7251776, -105.6077166)
ChristiChat;2016-03-06 14:18;68;47;""". @OrigIntent RETWEET MUST WATCH @loudobbsnews skewer #MittRomney regarding #Trump2016 #MakeAmericaGreatAgain https:// m.youtube.com/watch?v=O-FoPq A6-6Y&feature=youtu.be """;I LOVE AMERICA❤️;@OrigIntent @loudobbsnews;#MittRomney #Trump2016 #MakeAmericaGreatAgain;"""706604861329162241""";"https://twitter.com/ChristiChat/status/706604861329162241
";
vwhitesklark;2016-03-06 14:17;0;0;"""Puerto who? #Trump2016 #MakeAmericaGreatAgain #TrumpTrain https:// twitter.com/theblaze/statu s/706601488567672832 """;;;#Trump2016 #MakeAmericaGreatAgain #TrumpTrain;"""706604706114748416""";"https://twitter.com/vwhitesklark/status/706604706114748416
";
NoLibsZone;2016-03-06 14:17;0;3;"""#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/AlysiaStern/st atus/706340416036147201 """;;;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706604682404306944""";"https://twitter.com/NoLibsZone/status/706604682404306944
";
trump_world;2016-03-06 14:17;11;9;"""Judge Jeanine: Mitt Romney awoke a sleeping giant! #USA #TRUMP #trump 2016 #MakeAmericaGreatAgain http:// video.foxnews.com/v/478829132300 1/judge-jeanine-mitt-romney-awoke-a-sleeping-giant/ """;Manhattan, New York;;#USA #TRUMP #trump #MakeAmericaGreatAgain;"""706604540607512576""";"https://twitter.com/trump_world/status/706604540607512576
";(40.7902778, -73.9597221)
pennybishop16;2016-03-06 14:16;3;2;"""Both have lots to HIDE! TED UNSEAL YOUR DOCUMENTS! #CruzLies #CruzCheats Only Trump Will #MakeAmericaGreatAgain https:// twitter.com/peacemaker4u/s tatus/706603392274018305 """;;;#CruzLies #CruzCheats #MakeAmericaGreatAgain;"""706604473683017729""";"https://twitter.com/pennybishop16/status/706604473683017729
";
UglyHogTrump;2016-03-06 14:16;0;0;"""#DonaldJTrump must immediately submit to DNA testing.. https://www. youtube.com/watch?v=wc0JJi 71MEc @billmaher #trumptrain #MakeAmericaGreatAgain #FeelTheBern""";;@billmaher;#DonaldJTrump #trumptrain #MakeAmericaGreatAgain #FeelTheBern;"""706604366761840640""";"https://twitter.com/UglyHogTrump/status/706604366761840640
";
lvphillies08;2016-03-06 14:15;4;9;"""#RIPNancyReagan #MakeAmericaGreatAgain @sincity2016 @rhurt7_hurt pic.twitter.com/92vTX6qJTb""";LAS VEGASLAND ;@sincity2016 @rhurt7_hurt;#RIPNancyReagan #MakeAmericaGreatAgain;"""706604090474651649""";"https://twitter.com/lvphillies08/status/706604090474651649
";
itsallstyletome;2016-03-06 14:14;0;0;"""""She's hot. I trust her."" Melania for #FLOTUS #MakeAmericaGreatAgain #trump2016 #melaniatrump @realDonaldTrump pic.twitter.com/eehsDd5lhS""";New York, USA;@realDonaldTrump;#FLOTUS #MakeAmericaGreatAgain #trump2016 #melaniatrump;"""706603868856164352""";"https://twitter.com/itsallstyletome/status/706603868856164352
";(40.7305991, -73.9865811)
LadyElizabeth61;2016-03-06 14:14;0;1;"""#DonaldTrump #VoteTrump2016 #MakeAmericaGreatAgain https:// twitter.com/NolteNC/status /706520354416631809 """;Wyoming, USA;;#DonaldTrump #VoteTrump2016 #MakeAmericaGreatAgain;"""706603820579553281""";"https://twitter.com/LadyElizabeth61/status/706603820579553281
";(43.1700264, -107.5685347)
cody_leport;2016-03-06 14:13;1;1;"""#MakeAmericaGreatAgain @realDonaldTrump pic.twitter.com/Q4Qkcs30OE""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706603662068600832""";"https://twitter.com/cody_leport/status/706603662068600832
";
trump_world;2016-03-06 14:13;3;8;"""WINNER! LOUISIANA & KENTUCKY!! #Winning #Trump2016 #Trump #MakeAmericaGreatAgain @realDonaldTrump pic.twitter.com/7tWv3ptmk6""";Manhattan, New York;@realDonaldTrump;#Winning #Trump2016 #Trump #MakeAmericaGreatAgain;"""706603551565488128""";"https://twitter.com/trump_world/status/706603551565488128
";(40.7902778, -73.9597221)
Mott_95;2016-03-06 14:12;0;0;"""@realDonaldTrump driving the #TrumpTrain to victory @DanScavino #MakeAmericaGreatAgain pic.twitter.com/nQFqaOJ5gM""";Oxford, CT | Providence, RI;@realDonaldTrump @DanScavino;#TrumpTrain #MakeAmericaGreatAgain;"""706603410699767808""";"https://twitter.com/Mott_95/status/706603410699767808
";(41.802345, -71.4097979)
69donald420;2016-03-06 14:12;0;0;"""semen of a penis woman #makeamericagreatagain""";;;#makeamericagreatagain;"""706603280323866625""";"https://twitter.com/69donald420/status/706603280323866625
";
BeABarnabus;2016-03-06 14:11;0;1;"""AH! HILARIOUS! I LOVE THAT SHOW! TOO DARN FUNNY! #Trump2016 #MakeAmericaGreatAgain #Vote4TheUmpLoompa ! https:// twitter.com/uncarich854/st atus/705950820538384384 """;Californië, USA;;#Trump2016 #MakeAmericaGreatAgain #Vote4TheUmpLoompa;"""706603135104487426""";"https://twitter.com/BeABarnabus/status/706603135104487426
";(36.7014631, -118.7559973)
Stonewall_77;2016-03-06 14:11;176;165;"""Must watch @JudgeJeanine rips @mittromney a new one. #WeThePeople #TrumpTrain #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/FoxNews/status /706351120403165185 """;;@JudgeJeanine @mittromney;#WeThePeople #TrumpTrain #Trump2016 #MakeAmericaGreatAgain;"""706603061683224576""";"https://twitter.com/Stonewall_77/status/706603061683224576
";
jackson3pack;2016-03-06 14:10;48;39;"""Answer: America Cannot Afford Not To Support Trump. #MakeAmericaGreatAgain https:// twitter.com/pittsburghunit e/status/706240975644008449 """;North Carolina, USA;;#MakeAmericaGreatAgain;"""706602904082190337""";"https://twitter.com/jackson3pack/status/706602904082190337
";(35.6729639, -79.0392918)
ilduce2016;2016-03-06 14:10;1;2;"""I admire the discipline of the American people and their sense of organization. @realDonaldTrump #MakeAmericaGreatAgain""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706602850219106306""";"https://twitter.com/ilduce2016/status/706602850219106306
";
itweety58;2016-03-06 14:10;0;0;"""@realDonaldTrump @meetthepress Let them have Mitt Romney and all the has-Beens! We're with the Winner! #VoteTrump #MakeAmericaGreatAgain""";;@realDonaldTrump @meetthepress;#VoteTrump #MakeAmericaGreatAgain;"""706602831353159681""";"https://twitter.com/itweety58/status/706602831353159681
";
LadyElizabeth61;2016-03-06 14:10;2;1;"""#DonaldTrump #VoteTrump2016 #MakeAmericaGreatAgain https:// twitter.com/DavidJONeill/s tatus/706584094570745856 """;Wyoming, USA;;#DonaldTrump #VoteTrump2016 #MakeAmericaGreatAgain;"""706602781910511616""";"https://twitter.com/LadyElizabeth61/status/706602781910511616
";(43.1700264, -107.5685347)
loadnup;2016-03-06 14:09;0;0;"""@mboyle1 @marcorubio Let him to over there then! #MakeAmericaGreatAgain""";;@mboyle1 @marcorubio;#MakeAmericaGreatAgain;"""706602714667454464""";"https://twitter.com/loadnup/status/706602714667454464
";
ajodom60;2016-03-06 14:09;0;0;"""@realDonaldTrump you need to capitalize on the fact that Heidi Cruz is the architect of the North American union. #MakeAmericaGreatAgain""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706602694333636614""";"https://twitter.com/ajodom60/status/706602694333636614
";
JTawadrous;2016-03-06 14:09;0;1;"""@jaurand1 @catiebaby99 #MakeAmericaGreatAgain""";;@jaurand1 @catiebaby99;#MakeAmericaGreatAgain;"""706602682748968960""";"https://twitter.com/JTawadrous/status/706602682748968960
";
kawaiixalien;2016-03-06 14:09;4;3;"""#MakeAmericaGreatAgain by removing @realDonaldTrump from the country""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706602621734416384""";"https://twitter.com/kawaiixalien/status/706602621734416384
";
LdyGuin;2016-03-06 14:09;3;5;"""NO Corrupt DC Establishment Politicians! NO RAFAEL CRUZ! #AlwaysTrump #DumpTheEstablishment #MakeAmericaGreatAgain https:// twitter.com/TrumpinatorSpk s/status/706599994745290753 """;PDX;;#AlwaysTrump #DumpTheEstablishment #MakeAmericaGreatAgain;"""706602562938482688""";"https://twitter.com/LdyGuin/status/706602562938482688
";(45.5871326, -122.592779749392)
TudorCityLady;2016-03-06 14:09;1;1;"""#MakeAmericaGreatAgain #OnlyTrump https:// twitter.com/Justified_Not/ status/706214555882528768 """;New York, NY;;#MakeAmericaGreatAgain #OnlyTrump;"""706602546702508032""";"https://twitter.com/TudorCityLady/status/706602546702508032
";(40.7305991, -73.9865811)
